scenario,profit_EUR
1369,682843.423095
1370,711959.980895
1371,673411.278615
1372,117400.306885
1373,125508.802325
1374,124142.91884499998
1375,119914.910365
1376,287001.22096
1377,303564.38224
1378,301835.79423999996
1379,294033.08724
1380,368143.2655
1381,391571.83246
1382,397619.02274
1383,383398.83645999996
1384,104527.69652
1385,113892.54896
1386,118478.76104
1387,112529.8978
1388,55777.905525
1389,59520.056285
1390,58776.473845
1391,56861.355125
1392,431217.50484999997
1393,470275.43317
1394,467541.00649
1395,449934.82381
1396,461938.21210999996
1397,483746.10143000004
1398,489074.65459000005
1399,475471.2129500001
1400,10939.715740000003
1401,11583.11422
1402,11438.8821
1403,10834.260699999999
1404,-22729.364775000002
1405,-23007.493895
1406,-23097.344055
1407,-21193.460215
1408,64490.275615
1409,67100.688415
1410,61312.921615
1411,64313.283774999996
1412,310061.627005
1413,330098.24968500005
1414,315819.938725
1415,316681.41864499997
1416,542911.0502500001
1417,573162.37769
1418,577099.3780100001
1419,557028.77749
1420,325714.78209999995
1421,356387.85178
1422,351514.4865
1423,336438.25678000005
1424,437787.54867499997
1425,472962.10571499995
1426,473159.27747499995
1427,455005.6781949999
1428,347755.8415
1429,371470.76489999995
1430,371576.73182
1431,355838.69382
1432,252688.915145
1433,274703.87506500003
1434,274467.923065
1435,259551.651705
1436,395929.031705
1437,424324.321385
1438,419344.966985
1439,393103.14070499997
1440,762407.3339150001
1441,823487.1361550001
1442,825306.909875
1443,781779.5801949999
1444,751751.55696
1445,813873.4027600001
1446,815390.96528
1447,770440.18724
1448,581207.77246
1449,616666.2131
1450,649224.5027000001
1451,604219.26074
1452,92568.295215
1453,101886.893895
1454,100292.51785500001
1455,95584.300095
1456,231498.36851000003
1457,251279.58127
1458,250320.49911
1459,241599.31059
1460,308135.038955
1461,334611.709835
1462,340385.253715
1463,324752.416555
1464,90957.48144999999
1465,101091.17521
1466,105824.33505
1467,99516.19465
1468,42677.068185
1469,46327.764945
1470,44389.760465
1471,43171.870825000005
1472,339637.534005
1473,381961.52996500005
1474,376562.328525
1475,359819.441765
1476,379872.71362000005
1477,403453.22338000004
1478,405995.87006000004
1479,393128.64866000006
1480,9953.666100000002
1481,10521.4737
1482,10320.019300000002
1483,9805.304260000004
1484,-19299.147855
1485,-19805.926655
1486,-20118.248134999998
